지하철,242
호,618
내,2200
할아버지,130
마스크,18576
턱,646
산성역,3
지나,1
복정역,3
미착용,5303
일,5786
경,256
건물,1070
층,2574
코로나,6209
확진자,1814
판정,102
분,4807
그,233
접촉,466
명,4910
오전,577
결과,248
예정,313
사용,1117
사람,7177
불안,1552
부분,394
폐쇄,414
생각,3345
문제,844
현실,90
불가,167
해당,1372
조치,3293
공지,246
경우,780
추가,215
걸까요,45
출입자,623
방문자,265
온도,373
체크,1594
방명록,133
관리,2106
미,376
실시,340
현장,676
미착,137
딸,33
백,185
집,1033
좌석,398
간,530
아크릴,21
출입,1144
부,137
명부,1432
작성,1197
것,6356
거,3798
모범,69
발,94
이발사,3
이발,5
진행,1792
손,1374
대다수,172
야간,123
새벽,378
시,5019
이후,796
책임자,26
영업,2169
예방,430
수칙,1569
의무,548
이행,108
가능,953
착용,6835
않,79
발열,927
반복,200
확인,2124
방역,4072
소독,1014
작업,155
자매,3
수산,36
점,996
명단,236
코드,360
미수,3
체온,490
측정,304
테이블,1072
거리,3605
두기,2301
등,3032
관련,808
준수,224
신고,4485
식사,981
홀,390
직원,3597
서빙,463
때,2368
계산,230
끝,241
티비,68
모닝,2
글로리,1
광장,93
주인,284
아주머니,184
아저씨,197
불량,125
턱스,462
크,261
전,867
걸,516
목격,387
사업장,156
누가,208
사진,2171
바,575
쇼,16
설,48
파티,248
춤,52
특성,286
남녀,36
수,5145
단속,1589
당고개역,1
번,2532
출구,163
버스정류장,106
장시간,111
광장동,2
극동,6
아파트,1146
상가,324
지하,553
위치,926
은하,2
떡집,9
맞은편,68
정육점,34
오모,1
조리,444
서울,746
서대문구,22
미래,42
동,540
행운,5
횟집,27
데,1667
호흡기,27
코,462
그것,227
음식,1199
포장,242
제,1164
예예,1
말,1821
처치,7
부탁,2750
식당,1345
영업장,119
피해,381
파장,6
기기,40
점검,1335
환기,531
지침,2399
횡단보도,47
흡연,462
소위,7
길,758
빵,101
체육,779
시설,2111
이용자,285
계,136
강남,123
중년,56
남성,267
경향,7
알파,4
당구장,81
업,35
위반,1547
절차,71
사항,704
월,2812
토요일,217
천호동,5
판타지,1
보이,6
롤러,5
클럽,362
실내,1916
할로윈,45
집합,1079
안전거리,88
미확보,19
롤러스케이트,1
탐,26
오후,966
손님,1365
이모,19
요청,789
말씀,370
신경,278
글,476
저희,788
동네,427
건설,129
중,3591
그분,97
쪽,375
건,1176
단골집,4
일반,459
공사,316
사장,717
무화,37
경제,87
이건,215
선,231
차량,502
회색,14
후드,5
티,61
기존,63
번호,391
장소,710
포,69
짐,139
목동,27
후,1209
주일,250
지난번,81
회원,509
정확,196
첨부,547
통제,253
인물,28
특정,174
과태료,118
부과,116
장,961
제출,91
이번,486
측,457
운동,1552
헬스,651
경고,308
누적,4
정지,135
상황,2178
저,1026
수차례,149
민원,775
제기,137
안전신문고,120
의미,77
제재,411
미인,1
장사,341
배달,243
반찬,93
김치,19
젓갈,1
채,1219
막,56
젓가락,9
몸,108
분과,73
지인,266
정도,1079
제외,181
다섯,22
집단,625
감염,1605
원이,1
만,332
행동,412
카페,1316
방송,477
중간,122
적극,131
거기,200
뭐,145
이상,1621
주방,720
카운터,170
방문,1676
아이,1132
보호자,98
규정,101
활동,376
콧물,15
기침,332
시정,467
지역,1541
주민,900
남자,557
담배,526
분경,438
큰일,24
골목길,16
민가,4
키,50
장수,15
국수,13
대아,3
빌딩,261
불법,547
다단계,43
코인,60
회사,473
다수,645
사무실,287
공용,323
공간,1047
엘리베이터,273
지속,505
염창,3
지점,118
분양,118
위험,1864
해요,2
명랑,5
핫도그,6
누군가,45
통화,368
면목역,6
간판,126
시대,43
기본,316
반,301
엄마,74
무리,111
침,326
시간,2971
애,141
사탕,7
젤리,2
가루,6
간식,28
방치,185
수준,100
하나,689
여기저기,59
장난감,2
바닥,57
방,598
방장,4
안,1030
말든,1
마디,16
안내,685
그거,28
무시,443
이야기,529
어린애,8
누군지,21
만큼,280
자체,260
난장판,3
음식물,205
다님,30
열,528
목,95
부음,1
다음,267
날,359
병원,638
유행,61
바이러스,292
인후염,1
질,37
비말,262
실외,582
영,46
유아,33
곳,2247
이게,253
시국,967
관리자,252
필요,1972
조,205
차,1068
의심,235
가락,10
센터,490
아침,424
출근,249
첵,6
실행,79
길동,12
사거리,64
치킨,60
크로,43
척,84
발견,143
마크,11
피트,77
니스,196
부실,24
미흡,88
년,629
일요일,341
쯤,71
매장,517
이용,1614
인증,83
수기,106
모습,766
개선,258
근무,716
처리,519
제지,288
글래드,4
라이브,42
호텔,166
레이스,9
준비,157
저녁,674
월요일,104
위,580
음악,37
디제이,10
시간표,7
확산,1077
모두,296
노력,203
물거품,10
언론,45
보도,109
공무원,434
상주,88
원,387
스트라이크,15
아웃,42
재,7
시행,731
고위험,241
군,98
자제,247
조취,203
소상,20
공인,143
카톡,33
오픈,205
소식,43
단체,766
경희대,18
학교,1240
평화,24
당내,2
공연장,42
입술,9
각질,2
땅,25
안전,1700
요원,86
주의,282
개의,3
실패,3
모임,1225
골,26
몱,1
불안감,158
조성,67
후반,9
바보,30
상태,1588
바람,240
우리,322
뭘,37
기대,30
앞,1480
고개,24
편의점,521
영상,1118
참고,137
놀이터,170
상호,146
커플,29
댄스,97
금요일,130
밤,443
본격,7
운영,1356
체,79
오,210
십,121
밀집,519
술,675
청담,15
루케,1
줄,256
음식점,587
구분,22
라운지,28
출입문,64
가드너,1
박스,64
밀접,272
상업자,1
게,1175
갤러리,28
개최,207
수십,182
이것,89
인,1274
스타,783
그램,550
기념,63
주변,616
대학가,3
식당가,15
거주지,36
인원,1164
코로나19,1300
영향,53
걸로,456
청담동,13
술집,241
듯이,42
코스프레,3
밤새,16
노래방,272
마다,46
입장,635
주기,66
덕성,2
여대,10
방향,189
노원,27
버스,1233
사,163
탑승,409
동아,23
청솔,15
승차,105
기사,747
포도나무,3
종업원,293
상,118
머리,117
뒤,266
도봉,16
자랑,39
행정명령,213
조심,407
물,212
역,102
종로,42
이,1181
열차,89
신고자,185
옆,793
음료,351
자마,1
홍,28
내용,705
빨대,8
삼다수,1
금호,43
감염병,59
공포감,14
인상착의,7
파란색,10
체육복,1
머리카락,7
밤톨,1
중반,8
시민,698
단어,8
특징,8
조리실,21
내부,421
지금,639
역전,34
우동,20
우면동,6
얼마,167
교육,1829
유지,609
복합,47
불공정,1
거래,9
강매,3
구매,94
조던,2
나이키,16
화행,5
오금역,1
이전,219
아래,162
대화,805
정류소,7
벤치,118
연시,14
간접흡연,13
증상,95
오해,23
도움,100
부영,8
지도,376
핸드폰,126
커피,422
승무원,28
수서,9
동탄,44
분차,4
차이,90
당고개,12
상행선,4
수유역,4
정차,40
칸,162
여성,306
계속,316
담당,168
책,39
피시방,298
광진구,26
미아역,2
내선,4
순환선,1
홍대,46
아줌마,95
피켓,3
시위,52
북아현동,1
힐,46
스테이트,30
신촌,18
축제,34
행사,690
강남구,67
언주로,3
에프,5
터,99
투데이,2
릉,9
노래,411
추면,1
패,16
안녕,619
단순,62
하루,492
최소,210
이동하,34
응암역,4
초,114
규모,255
대부분,597
편,98
이유,337
평일,169
여,60
유무,68
주말,520
때문,1093
여기,674
침방울,58
볼펜,18
이외,57
전화,976
순간,138
애초,29
최소한,96
땀,92
걸요,4
당장,131
주,846
일치,6
증거,115
권고,426
탈의실,47
감사,826
주소,249
은평구,30
이하,235
생략,187
독막,2
주엘,1
필라테스,66
에서,27
수강,96
강사,116
롯데월드,4
전망,3
줄서기,4
밀착,63
전염,124
구조,74
정부,579
대치동,6
현상,21
오늘,379
사태,343
주체,36
어른,379
해산,42
보관,25
아르바이트,37
길거리,113
호객,59
홍보,222
행인,45
밀폐,553
독산,2
업체,459
미준,86
개월,81
동안,528
고민,37
독산동,6
표시,58
불편,397
일부,509
전파,301
다중,146
배려,55
개인,745
눈살,11
갈등,6
발생,1044
예상,119
누구,253
조차,16
기획,25
우려,972
지양,8
약국,64
코보,7
얘기,421
이태원,47
다반,3
사고,92
생활,612
복도식,24
소호,11
사업자,62
방식,99
남,170
근무자,141
국가,312
업무,290
성수동,13
문,789
복,25
도문,3
복도,116
외,328
편의,23
사업체,14
소지,52
별개,11
개,385
생계,46
타격,21
담당자,512
업장,103
일정,148
크기,36
전자,95
설치,343
필수,564
저지,19
의료진,94
한국인,19
외국인,276
대상,301
집회,737
광고,109
페이스북,34
기름,10
마찬가지,105
방지,296
연락처,74
정류장,87
화장,26
미용실,77
단골,24
적,320
본인,586
부족,112
그때,122
이름,236
샵,101
혼자,85
춘의역,1
타로,9
공장,66
입주자,74
급식,43
칸막이,115
정기,40
행정,523
수고,187
인천,350
나,633
맘보,1
살사,2
목요일,66
딘,9
점주,88
나이,106
단계,2103
오착,2
듯,546
상시,66
미비,39
공개,833
비치,178
양식,3
신분증,40
금일,235
빅토리아,3
오른쪽,33
엘레,135
베,131
이터,124
거부,142
바나,1
프레,5
소,94
양재,13
역점,58
서초구,34
담배꽁초,22
타동네,2
우롱,5
창문,271
피고,2
트,94
미디어,17
뉴스,444
톱,6
정수,4
기자,35
일선,29
지자체,99
실태,53
취재,6
도중,63
용산구,21
청,173
당국,155
위배,40
질병,82
감염증,20
대,453
내제,1
판,57
효과,79
인체,7
소독약,249
소독차,3
동원,37
연막,2
건강,293
예산,21
낭비,13
동대문,38
부근,214
마이크,98
연설,7
기도,134
맘,80
터치,21
입구,441
저분,24
일행,63
떡볶이,58
점심,337
즈음,24
만석,49
대기,213
느낌,34
미터,566
건가요,438
밥,291
ㄱ,11
접촉자,124
동시,126
요구,307
검거,2
재채기,71
프리랜서,1
보안,40
스티커,39
감시,73
향,12
균,11
타워,149
자리,583
홍영,4
민,47
부대,40
가점,7
활보,70
응대,209
지적,81
숟가락,6
물티슈,10
소리,800
시전,2
증거품,1
픽업,12
한마디,28
종일,104
소풍,11
분식,34
역삼,24
교점,5
저번,199
인용,6
배치,110
센티,11
간격,341
팬데,5
믹,17
시점,290
가게,675
이익,102
고객,456
따위,13
안중,14
강제,238
부착,84
카메라,83
촬영,449
삼성,69
혼잣말,7
감시원,5
계약직,19
데이,16
공연,223
규,11
머,40
금지,1664
고속,49
터미널,153
경부선,2
정성,4
빠,32
라틴,4
이곳,482
저곳,28
익명,277
보장,174
강남역,21
버거,14
외부,410
장내,56
이격,227
블라이,1
전부,50
지정,96
만리,1
주택,141
개발,50
정비,29
사업,83
조합,97
중구,70
컨벤션,19
조합원,84
상대,98
총회,144
서울시,162
구청,394
면적,19
원천,7
제한,349
대로변,13
안뜰,1
걱정,1010
공사장,57
둘,111
번달,2
마지막,66
설거지,7
뿐,539
마당,69
요리,142
정신,100
윤주,2
수서역,3
율현동,1
강수,3
서점,6
상기,54
택시,244
퇴출,3
성동구,12
왕십리,13
래이,1
휘트니,8
지난주,98
기록,228
도요,12
친구,211
런닝,37
머신,33
며칠,122
자전거,81
옆자리,6
뭣,3
녹색,4
모자,38
검은색,9
인간,53
개별,33
요주,3
콜센터,63
승인,26
법,245
제제,123
고속버스,67
강서구,50
청사,26
하차,97
승객,321
손목,10
운전,130
건대,11
수락산,2
맛,18
고을,2
대비,53
유흥업소,72
선언,25
용마,4
랜드,31
주류,29
판매,441
업도,1
등록,143
테,100
폐장,10
갯,1
터로,1
대안,22
원미,6
대머리,3
의도,42
소유,18
주차장,266
초상권,41
내역,53
신원,52
파악,134
수도,333
교회,2629
수용,66
예배,2373
허가,137
등촌동,4
전교인,3
대면,630
온라인,207
홈페이지,84
허용,119
변경,104
명시,28
교인,170
비교,36
골프,201
연습장,142
레슨,39
프로,85
청운,6
효자동,3
자남,1
체크인,37
교동,10
치치,1
불이행,41
검사,762
구입,31
벌금,281
철저,235
콜라,41
텍,48
실,178
보건소,220
답변,498
운행,187
씹,1
이규복,1
곰,8
김포,70
공항,95
국내,65
선하,1
국립재활원,5
신관,9
로비,53
